id,zpid,address,city,state,zip_code,latitude,longitude,price,zestimate,rent_zestimate,bedrooms,bathrooms,sqft,lot_size,year_built,home_type,property_status,days_on_zillow,views,saves,price_per_sqft,hoa_fee,property_tax,description,features,images_count,listing_agent,listing_broker,last_sold_date,last_sold_price
2870,Z4754,2275 Meadow Court,St. Paul,MN,55141,44.9512,-93.0736,730424,712492,2608,3,2.5,1570,3549,1940,Single Family,For Sale,42,1382,9,465,0,7304,"Beautiful 3-bedroom single family in St. Paul. Built in 1940 with 1570 sqft of living space. Features include smart home, pool, solar panels, wine cellar.",Smart home|Pool|Solar panels|Wine cellar,36,Daniel Brooks,RE/MAX,,0
2871,Z4755,6960 Elm Court,Detroit,MI,48250,42.233,-83.1364,744116,751921,2657,3,1.5,5610,22994,1903,Single Family,For Sale,4,926,47,132,0,7441,"Beautiful 3-bedroom single family in Detroit. Built in 1903 with 5610 sqft of living space. Features include updated kitchen, patio, deck, fire pit, wine cellar.",Updated kitchen|Patio|Deck|Fire pit|Wine cellar,23,Robert Garcia,Century 21,,0
2872,Z4756,6740 Lake Circle,Bellevue,WA,98036,47.7008,-122.1177,1980286,1919148,7072,4,2.5,2209,1926,1980,Townhouse,For Sale,56,1315,68,896,0,19802,"Beautiful 4-bedroom townhouse in Bellevue. Built in 1980 with 2209 sqft of living space. Features include historic, private entrance, updated.",Historic|Private entrance|Updated,19,Emily Chen,Compass Real Estate,,0
2873,Z4757,2911 Jefferson Avenue,Atlanta,GA,30365,33.7435,-84.3608,388193,418100,1386,2,2,3997,3380,1933,Single Family,For Sale,54,60,16,97,0,3881,"Beautiful 2-bedroom single family in Atlanta. Built in 1933 with 3997 sqft of living space. Features include deck, smart home, wine cellar, solar panels.",Deck|Smart home|Wine cellar|Solar panels,18,Kevin O'Brien,Realogy,,0
2874,Z4758,6000 Bridge Lane,Portland,OR,97266,45.4901,-122.6032,2616860,2583629,9345,4,1.5,1682,42165,1908,Single Family,Sold,0,852,10,1555,0,26168,"Beautiful 4-bedroom single family in Portland. Built in 1908 with 1682 sqft of living space. Features include updated kitchen, garage, hardwood floors.",Updated kitchen|Garage|Hardwood floors,24,Victoria Sterling,Opendoor,2025-07-16,2519672
2875,Z4759,6507 Birch Way Unit 3726,Manhattan,NY,10041,40.7175,-73.9366,2983600,2854674,10655,2,2,1889,0,1947,Condo,For Sale,22,1039,52,1579,750,29836,"Beautiful 2-bedroom condo in Manhattan. Built in 1947 with 1889 sqft of living space. Features include in-unit laundry, concierge, city views, rooftop deck.",In-unit laundry|Concierge|City views|Rooftop deck,30,Amanda Stevens,Opendoor,,0
2876,Z4760,5409 Valley Way,Tampa,FL,33654,28.0044,-82.4637,2032,0,2032,3,3,2293,3509,1962,Townhouse,For Rent,71,668,38,0,0,0,"Beautiful 3-bedroom townhouse in Tampa. Built in 1962 with 2293 sqft of living space. Features include historic, roof deck, garden.",Historic|Roof deck|Garden,27,Daniel Brooks,Century 21,,0
2877,Z4761,1985 Hill Avenue Unit 4385,Salt Lake City,UT,84161,40.7236,-111.8152,580400,570223,2072,2,1.5,832,0,1941,Condo,For Sale,79,488,5,697,250,5804,"Beautiful 2-bedroom condo in Salt Lake City. Built in 1941 with 832 sqft of living space. Features include parking, bay views, in-unit laundry, doorman, concierge.",Parking|Bay views|In-unit laundry|Doorman|Concierge,16,Maria Santos,Realogy,,0
2878,Z4762,3782 Railroad Drive,Austin,TX,78754,30.1711,-97.7919,4272,0,4272,4,2.5,1391,3176,1922,Townhouse,For Rent,42,591,38,0,0,0,"Beautiful 4-bedroom townhouse in Austin. Built in 1922 with 1391 sqft of living space. Features include updated, garden, pet friendly.",Updated|Garden|Pet friendly,26,Jennifer Chen,Coldwell Banker,,0
2879,Z4763,6246 Palm Place,Portland,OR,97256,45.4947,-122.7023,1174335,1141497,4194,4,2.5,1679,3983,2015,Townhouse,Sold,0,1002,61,699,0,11743,"Beautiful 4-bedroom townhouse in Portland. Built in 2015 with 1679 sqft of living space. Features include modern, parking, private entrance, roof deck.",Modern|Parking|Private entrance|Roof deck,25,James Patterson,Zillow Homes,2025-12-02,1185264
2880,Z4764,8594 Union Lane,Naperville,IL,60597,41.8514,-88.1155,337315,349510,1204,4,3,3267,37684,1954,Single Family,For Sale,12,1145,48,103,0,3373,"Beautiful 4-bedroom single family in Naperville. Built in 1954 with 3267 sqft of living space. Features include patio, solar panels, guest suite.",Patio|Solar panels|Guest suite,8,Carlos Rodriguez,Coldwell Banker,,0
2881,Z4765,7940 Cypress Boulevard,Brooklyn,NY,11213,40.6849,-73.9823,2862436,2754376,10222,3,2.5,3384,2618,1962,Townhouse,For Sale,79,392,22,845,0,28624,"Beautiful 3-bedroom townhouse in Brooklyn. Built in 1962 with 3384 sqft of living space. Features include private entrance, updated, garden.",Private entrance|Updated|Garden,8,James Patterson,Redfin,,0
2882,Z4766,8692 Market Drive Unit 1147,Sacramento,CA,95896,38.6297,-121.5205,681862,706342,2435,2,2,1065,0,1909,Condo,For Sale,67,1067,88,640,0,6818,"Beautiful 2-bedroom condo in Sacramento. Built in 1909 with 1065 sqft of living space. Features include doorman, gym, concierge.",Doorman|Gym|Concierge,9,Carlos Rodriguez,Keller Williams,,0
2883,Z4767,629 Garden Lane,Brooklyn,NY,11264,40.6396,-73.9503,1817188,1863266,6489,2,2,1913,1218,1919,Townhouse,For Sale,22,1177,72,949,0,18171,"Beautiful 2-bedroom townhouse in Brooklyn. Built in 1919 with 1913 sqft of living space. Features include parking, modern, private entrance.",Parking|Modern|Private entrance,39,Maria Santos,Keller Williams,,0
2884,Z4768,1422 Forest Street,Minneapolis,MN,55488,44.8927,-93.269,462061,492931,1650,3,2,3038,1013,2022,Townhouse,For Sale,50,605,36,152,0,4620,"Beautiful 3-bedroom townhouse in Minneapolis. Built in 2022 with 3038 sqft of living space. Features include parking, modern, garden, courtyard.",Parking|Modern|Garden|Courtyard,19,James Patterson,Keller Williams,,0
2885,Z4769,2101 Magnolia Road Unit 1526,Tucson,AZ,85789,32.2887,-110.8516,463240,494877,1654,2,1.5,902,0,2022,Condo,For Sale,27,69,24,513,250,4632,"Beautiful 2-bedroom condo in Tucson. Built in 2022 with 902 sqft of living space. Features include parking, balcony, gym, bay views, concierge.",Parking|Balcony|Gym|Bay views|Concierge,15,Samantha Green,Opendoor,,0
2886,Z4770,5580 Washington Court,Naperville,IL,60519,41.7301,-88.0957,2280762,2406479,8145,5,2,1418,48840,1960,Single Family,For Sale,48,1419,29,1608,0,22807,"Beautiful 5-bedroom single family in Naperville. Built in 1960 with 1418 sqft of living space. Features include home office, pool, garage, backyard, smart home, updated kitchen.",Home office|Pool|Garage|Backyard|Smart home|Updated kitchen,38,Robert Garcia,Douglas Elliman,,0
2887,Z4771,1472 Ridge Way Unit 2701,Scottsdale,AZ,85286,33.528,-111.8892,974701,931893,3481,2,2,1297,0,1963,Condo,For Sale,33,718,55,751,0,9747,"Beautiful 2-bedroom condo in Scottsdale. Built in 1963 with 1297 sqft of living space. Features include pool, city views, gym, in-unit laundry, pet friendly, rooftop deck.",Pool|City views|Gym|In-unit laundry|Pet friendly|Rooftop deck,27,Jennifer Chen,Compass Real Estate,,0
2888,Z4772,1671 School Circle Unit 4380,Oakland,CA,94684,37.7737,-122.2191,394027,417900,1407,1,2,744,0,1932,Condo,For Sale,86,1033,28,529,550,3940,"Beautiful 1-bedroom condo in Oakland. Built in 1932 with 744 sqft of living space. Features include concierge, balcony, city views, doorman, parking, pet friendly.",Concierge|Balcony|City views|Doorman|Parking|Pet friendly,20,Samantha Green,Century 21,,0
2889,Z4773,6662 Magnolia Drive,Fort Lauderdale,FL,33324,26.182,-80.0852,2308685,2348146,8245,3,2,5625,10375,1917,Single Family,For Sale,74,504,13,410,0,23086,"Beautiful 3-bedroom single family in Fort Lauderdale. Built in 1917 with 5625 sqft of living space. Features include updated kitchen, guest suite, smart home.",Updated kitchen|Guest suite|Smart home,38,Samantha Green,Zillow Homes,,0
2890,Z4774,8088 Fourth Place,Dallas,TX,75212,32.8557,-96.7413,1000946,1012715,3574,4,3,4428,8185,1946,Single Family,For Sale,47,205,80,226,0,10009,"Beautiful 4-bedroom single family in Dallas. Built in 1946 with 4428 sqft of living space. Features include patio, hardwood floors, guest suite, pool, garage, updated kitchen.",Patio|Hardwood floors|Guest suite|Pool|Garage|Updated kitchen,12,William Davis,Compass Real Estate,,0
2891,Z4775,4238 Broadway Way,Raleigh,NC,27682,35.7283,-78.5654,790788,828514,2824,3,2.5,3167,2659,2000,Townhouse,For Sale,56,70,50,249,0,7907,"Beautiful 3-bedroom townhouse in Raleigh. Built in 2000 with 3167 sqft of living space. Features include parking, courtyard, roof deck, private entrance, garage, modern.",Parking|Courtyard|Roof deck|Private entrance|Garage|Modern,14,Lisa Thompson,Sotheby's International,,0
2892,Z4776,8644 Cypress Road Unit 4279,Tacoma,WA,98416,47.2626,-122.4835,626053,672001,2235,3,1,1034,0,1955,Condo,For Sale,7,1298,14,605,0,6260,"Beautiful 3-bedroom condo in Tacoma. Built in 1955 with 1034 sqft of living space. Features include ocean views, gym, doorman, pet friendly, pool.",Ocean views|Gym|Doorman|Pet friendly|Pool,15,Jennifer Chen,Berkshire Hathaway,,0
2893,Z4777,9014 Hill Road,Boston,MA,02199,42.3986,-71.1349,7542,0,7542,3,2.5,2758,1478,1952,Townhouse,For Rent,40,1343,14,0,0,0,"Beautiful 3-bedroom townhouse in Boston. Built in 1952 with 2758 sqft of living space. Features include garage, pet friendly, private entrance, modern.",Garage|Pet friendly|Private entrance|Modern,33,Maria Santos,Zillow Homes,,0
2894,Z4778,1473 Elm Way Unit 2104,Las Vegas,NV,89161,36.1697,-115.2232,587730,605931,2099,2,1,1113,0,1909,Condo,For Sale,10,812,91,528,450,5877,"Beautiful 2-bedroom condo in Las Vegas. Built in 1909 with 1113 sqft of living space. Features include pet friendly, gym, concierge, balcony, doorman.",Pet friendly|Gym|Concierge|Balcony|Doorman,25,Lisa Thompson,RE/MAX,,0
2895,Z4779,6949 Church Circle Unit 3909,Las Vegas,NV,89121,36.08,-115.0521,2286,0,2286,3,2,734,0,1911,Condo,For Rent,65,1049,17,0,0,0,"Beautiful 3-bedroom condo in Las Vegas. Built in 1911 with 734 sqft of living space. Features include in-unit laundry, balcony, bay views, city views.",In-unit laundry|Balcony|Bay views|City views,28,Maria Santos,Century 21,,0
2896,Z4780,102 Market Way,Memphis,TN,38155,35.0854,-89.9744,1140521,1151954,4073,6,3,1272,18793,2015,Single Family,For Sale,88,423,18,896,0,11405,"Beautiful 6-bedroom single family in Memphis. Built in 2015 with 1272 sqft of living space. Features include hardwood floors, pool, wine cellar, updated kitchen, solar panels.",Hardwood floors|Pool|Wine cellar|Updated kitchen|Solar panels,8,Jennifer Adams,Century 21,,0
2897,Z4781,4381 Ridge Boulevard,Salt Lake City,UT,84188,40.7763,-111.7909,691807,734337,2470,3,1.5,1497,3702,1966,Townhouse,For Sale,65,509,55,462,0,6918,"Beautiful 3-bedroom townhouse in Salt Lake City. Built in 1966 with 1497 sqft of living space. Features include courtyard, parking, updated, pet friendly.",Courtyard|Parking|Updated|Pet friendly,15,Jennifer Chen,Douglas Elliman,,0
2898,Z4782,7882 Sunset Drive,Charlotte,NC,28268,35.1833,-80.7477,1081723,1157881,3863,3,3,3006,2864,2013,Townhouse,Pending,0,287,10,359,0,10817,"Beautiful 3-bedroom townhouse in Charlotte. Built in 2013 with 3006 sqft of living space. Features include private entrance, modern, courtyard, parking, pet friendly, updated.",Private entrance|Modern|Courtyard|Parking|Pet friendly|Updated,38,Victoria Sterling,Redfin,,0
2899,Z4783,1891 Jackson Circle,Jacksonville,FL,32255,30.3459,-81.5906,315236,333023,1125,3,4,3029,13504,1942,Single Family,Sold,0,166,40,104,0,3152,"Beautiful 3-bedroom single family in Jacksonville. Built in 1942 with 3029 sqft of living space. Features include wine cellar, deck, fire pit, hardwood floors, backyard.",Wine cellar|Deck|Fire pit|Hardwood floors|Backyard,25,Amanda Stevens,Berkshire Hathaway,2025-09-27,301539
2900,Z4784,7591 Kennedy Road,San Antonio,TX,78298,29.3658,-98.4065,514761,524366,1838,3,4,4420,21864,1997,Single Family,For Sale,44,716,35,116,0,5147,"Beautiful 3-bedroom single family in San Antonio. Built in 1997 with 4420 sqft of living space. Features include patio, home office, wine cellar, smart home, fire pit.",Patio|Home office|Wine cellar|Smart home|Fire pit,12,Maria Santos,Century 21,,0
2901,Z4785,1515 Jackson Boulevard,Bellevue,WA,98034,47.5259,-122.2354,1148185,1146356,4100,4,2,3776,8304,1893,Single Family,Sold,0,502,90,304,0,11481,"Beautiful 4-bedroom single family in Bellevue. Built in 1893 with 3776 sqft of living space. Features include fire pit, garage, home office.",Fire pit|Garage|Home office,29,William Davis,Coldwell Banker,2025-04-07,1171440
2902,Z4786,749 Lincoln Drive,Miami,FL,33169,25.8408,-80.1142,2971875,2957770,10613,6,2.5,4670,34804,1963,Single Family,For Sale,85,1143,72,636,0,29718,"Beautiful 6-bedroom single family in Miami. Built in 1963 with 4670 sqft of living space. Features include patio, updated kitchen, hardwood floors, home office, guest suite, solar panels.",Patio|Updated kitchen|Hardwood floors|Home office|Guest suite|Solar panels,35,Emily Chen,Century 21,,0
2903,Z4787,7915 Cedar Lane,San Francisco,CA,94191,37.791,-122.5047,2171743,2201380,7756,6,2.5,2822,29864,1920,Single Family,For Sale,83,71,10,769,0,21717,"Beautiful 6-bedroom single family in San Francisco. Built in 1920 with 2822 sqft of living space. Features include home office, smart home, pool, deck.",Home office|Smart home|Pool|Deck,15,Emily Chen,Coldwell Banker,,0
2904,Z4788,9003 Spring Circle Unit 1018,San Francisco,CA,94143,37.8517,-122.364,1453807,1555352,5192,2,1.5,2372,0,1952,Condo,For Sale,20,465,24,612,550,14538,"Beautiful 2-bedroom condo in San Francisco. Built in 1952 with 2372 sqft of living space. Features include city views, pet friendly, rooftop deck, gym, doorman, concierge.",City views|Pet friendly|Rooftop deck|Gym|Doorman|Concierge,12,Michael Wong,Century 21,,0
2905,Z4789,9241 Lincoln Road,Las Vegas,NV,89189,36.0924,-115.1333,627165,642411,2239,4,2.5,2802,44645,1979,Single Family,For Sale,3,365,52,223,0,6271,"Beautiful 4-bedroom single family in Las Vegas. Built in 1979 with 2802 sqft of living space. Features include fire pit, garage, wine cellar, hardwood floors, backyard.",Fire pit|Garage|Wine cellar|Hardwood floors|Backyard,27,Victoria Sterling,Berkshire Hathaway,,0
2906,Z4790,4509 Forest Way,Boulder,CO,80356,40.0486,-105.34,1466192,1437149,5236,2,3,3376,3780,1992,Townhouse,Pending,0,840,44,434,0,14661,"Beautiful 2-bedroom townhouse in Boulder. Built in 1992 with 3376 sqft of living space. Features include pet friendly, historic, courtyard, modern.",Pet friendly|Historic|Courtyard|Modern,12,Daniel Brooks,Compass Real Estate,,0
2907,Z4791,9572 Union Boulevard Unit 239,Dallas,TX,75225,32.7095,-96.7096,234213,228253,836,1,2.5,1654,0,1899,Condo,For Sale,87,1429,82,141,1500,2342,"Beautiful 1-bedroom condo in Dallas. Built in 1899 with 1654 sqft of living space. Features include bay views, gym, city views, concierge, rooftop deck.",Bay views|Gym|City views|Concierge|Rooftop deck,37,Jennifer Adams,Opendoor,,0
2908,Z4792,9406 Park Circle Unit 4316,Chicago,IL,60679,41.8586,-87.5866,1316660,1394018,4702,1,3,2136,0,2008,Condo,For Sale,7,1415,71,616,350,13166,"Beautiful 1-bedroom condo in Chicago. Built in 2008 with 2136 sqft of living space. Features include city views, bay views, balcony.",City views|Bay views|Balcony,34,Daniel Brooks,RE/MAX,,0
2909,Z4793,8973 Monroe Road,Colorado Springs,CO,80947,38.777,-104.8568,6155,0,6155,4,2.5,4830,16548,1989,Single Family,For Rent,74,1375,60,0,0,0,"Beautiful 4-bedroom single family in Colorado Springs. Built in 1989 with 4830 sqft of living space. Features include patio, smart home, home office, guest suite, updated kitchen.",Patio|Smart home|Home office|Guest suite|Updated kitchen,25,Jennifer Chen,RE/MAX,,0
2910,Z4794,6862 Fourth Lane,Colorado Springs,CO,80916,38.7396,-104.8154,729682,754913,2606,3,2,1403,3288,1939,Townhouse,For Sale,10,293,19,520,0,7296,"Beautiful 3-bedroom townhouse in Colorado Springs. Built in 1939 with 1403 sqft of living space. Features include pet friendly, garden, private entrance, updated.",Pet friendly|Garden|Private entrance|Updated,29,Robert Garcia,Coldwell Banker,,0
2911,Z4795,6023 Kennedy Road,Boston,MA,02141,42.3258,-71.1483,2900,0,2900,4,3.5,4373,47370,1896,Single Family,For Rent,76,1470,30,0,0,0,"Beautiful 4-bedroom single family in Boston. Built in 1896 with 4373 sqft of living space. Features include fire pit, smart home, garage, guest suite, pool, updated kitchen.",Fire pit|Smart home|Garage|Guest suite|Pool|Updated kitchen,25,James Patterson,Sotheby's International,,0
2912,Z4796,1478 Park Street Unit 4209,Honolulu,HI,96896,21.2312,-157.9086,4385,0,4385,3,2,2226,0,1893,Condo,For Rent,87,521,16,0,750,0,"Beautiful 3-bedroom condo in Honolulu. Built in 1893 with 2226 sqft of living space. Features include concierge, in-unit laundry, bay views, rooftop deck, city views.",Concierge|In-unit laundry|Bay views|Rooftop deck|City views,11,Michael Wong,RE/MAX,,0
2913,Z4797,6765 Market Court Unit 2879,St. Paul,MN,55165,44.975,-93.1254,455821,465100,1627,2,3,1595,0,1896,Condo,For Sale,46,1497,47,285,250,4558,"Beautiful 2-bedroom condo in St. Paul. Built in 1896 with 1595 sqft of living space. Features include ocean views, gym, city views, pool, pet friendly, rooftop deck.",Ocean views|Gym|City views|Pool|Pet friendly|Rooftop deck,33,Jennifer Adams,Century 21,,0
2914,Z4798,6349 Hill Avenue,Orlando,FL,32885,28.5818,-81.4582,1038107,1009258,3707,3,1.5,4637,5348,1914,Single Family,For Sale,28,1155,80,223,0,10381,"Beautiful 3-bedroom single family in Orlando. Built in 1914 with 4637 sqft of living space. Features include updated kitchen, garage, backyard, hardwood floors, solar panels.",Updated kitchen|Garage|Backyard|Hardwood floors|Solar panels,31,Robert Garcia,RE/MAX,,0
2915,Z4799,9233 Jefferson Street Unit 643,Fresno,CA,93792,36.8422,-119.8616,1495,0,1495,2,1,2195,0,1953,Condo,For Rent,2,198,58,0,750,0,"Beautiful 2-bedroom condo in Fresno. Built in 1953 with 2195 sqft of living space. Features include parking, balcony, bay views, city views.",Parking|Balcony|Bay views|City views,24,Emily Chen,RE/MAX,,0
2916,Z4800,2416 Adams Avenue,Charlotte,NC,28240,35.2486,-80.8634,383755,392077,1370,3,2.5,3026,1251,1907,Townhouse,For Sale,67,863,52,126,0,3837,"Beautiful 3-bedroom townhouse in Charlotte. Built in 1907 with 3026 sqft of living space. Features include parking, courtyard, private entrance.",Parking|Courtyard|Private entrance,33,Maria Santos,Zillow Homes,,0
2917,Z4801,5228 Wilson Place,Los Angeles,CA,90056,34.0078,-118.2167,2320255,2268446,8286,10,6,7286,2172,2019,Multi-family,For Sale,64,467,30,318,0,23202,"Beautiful 10-bedroom multi-family in Los Angeles. Built in 2019 with 7286 sqft of living space. Features include parking, multiple units, updated, investment property.",Parking|Multiple units|Updated|Investment property,38,Robert Garcia,Compass Real Estate,,0
